SiteID,Site_Description_Cap,Site_Description_Lower,Region,Lat,Long,Site_Type
1,ABBEY ST @ MARLBOROUGH ST (LUAS),abbey st @ marlborough st (luas),CCITY,53.348754,-6.257607,SCATS Site
2,AMIENS ST @ SEVILLE PL,amiens st @ seville pl,CCITY,53.354711,-6.246679,SCATS Site
3,AMIENS ST @ TALBOT ST,amiens st @ talbot st,CCITY,53.351374,-6.250073,SCATS Site
4,ANNESLEY PL @ POPLAR ROW,annesley pl @ poplar row,NCITY,53.361145,-6.240513,SCATS Site
5,NCR @ AUGHRIM ST,ncr @ aughrim st,WCITY1,53.355797,-6.292406,SCATS Site
6,BAGGOT ST BRIDGE,baggot st bridge,SCITY,53.334055,-6.245199,SCATS Site
7,BAGGOT ST @ FITZWILLIAM ST,baggot st @ fitzwilliam st,SCITY,53.336815,-6.249116,SCATS Site
8,BAGGOT ST @ WATERLOO RD,baggot st @ waterloo rd,SCITY,53.333171,-6.243319,SCATS Site
9,BALLYBOUGH RD @ CLONLIFFE RD (LUKE KELLY BR),ballybough rd @ clonliffe rd (luke kelly br),NCITY,53.361367,-6.242793,SCATS Site
10,BALLYGALL RD WEST @ CLUNE RD,ballygall rd west @ clune rd,NCITY,53.38977512,-6.293530902,SCATS Site
11,BALLYMUN RD @ GLASNEVIN AV,ballymun rd @ glasnevin av,NCITY,53.38912341,-6.264819292,SCATS Site
12,BALLYMUN RD @ GRIFFITH AV,ballymun rd @ griffith av,NCITY,53.378896,-6.266859,SCATS Site
13,BALLYMUN RD @ ST PAPPINS RD,ballymun rd @ st pappins rd,NCITY,53.385948,-6.265175,SCATS Site
14,BATH ST @ BEACH RD / DOCK RD,bath st @ beach rd / dock rd,SCITY,53.33773396,-6.219956537,SCATS Site
15,BEAUMONT RD @ SHANTALLA RD,beaumont rd @ shantalla rd,NCITY,53.385381,-6.233328,SCATS Site
17,BERESFORD PL @ EDEN QUAY,beresford pl @ eden quay,CCITY,53.34823832,-6.254945771,SCATS Site
18,NCR @ BERKELEY RD,ncr @ berkeley rd,NCITY,53.36054415,-6.269639,SCATS Site
19,BLACKHALL PL @ BENBURB ST (LUAS),blackhall pl @ benburb st (luas),CCITY,53.34738731,-6.282360635,SCATS Site
20,BLACKHALL PL @ NORTH KING ST,blackhall pl @ north king st,CCITY,53.350022,-6.281693,SCATS Site
21,CAPEL ST @ BOLTON ST,capel st @ bolton st,NCITY,53.351066,-6.270081,SCATS Site
22,KEVIN ST @ BRIDE ST,kevin st @ bride st,SCITY,53.338178,-6.269269,SCATS Site
23,CABRA RD @ ANNAMOE TCE,cabra rd @ annamoe tce,WCITY1,53.36116,-6.286128,SCATS Site
24,CAMDEN ST @ CHARLOTTE ST,camden st @ charlotte st,SCITY,53.33363351,-6.2650364,SCATS Site
25,CAMDEN ST @ HARCOURT RD (KELLYS CORNER),camden st @ harcourt rd (kellys corner),SCITY,53.332574,-6.264879,SCATS Site
26,CAPEL ST BRIDGE,capel st bridge,CCITY,53.345694,-6.267771,SCATS Site
27,CAPPAGH RD @ CARDIFFSBRIDGE RD,cappagh rd @ cardiffsbridge rd,NCITY,53.389159,-6.312446,SCATS Site
29,CATHAL BRUGHA ST @ MARLBORO ST,cathal brugha st @ marlboro st,CCITY,53.352363,-6.259162,SCATS Site
30,CHAPELIZOD RD @ BALLYFERMOT HILL,chapelizod rd @ ballyfermot hill,WCITY1,53.3478176,-6.346206317,SCATS Site
31,CHAPELIZOD RD @ MARTINS ROW,chapelizod rd @ martins row,WCITY1,53.348321,-6.342702,SCATS Site
32,BOTANIC RD @ MOBHI RD / FAIRFIELD RD,botanic rd @ mobhi rd / fairfield rd,NCITY,53.370333,-6.268485,SCATS Site
33,CHARLEMONT ST @ GRAND PARADE,charlemont st @ grand parade,SCITY,53.33036,-6.260034,SCATS Site
34,HARCOURT RD @ HARCOURT ST/CHARLEMONT ST (LUAS),harcourt rd @ harcourt st/charlemont st (luas),SCITY,53.33275053,-6.262871769,SCATS Site
35,NICHOLAS ST @ CHRISTCHURCH PL,nicholas st @ christchurch pl,SCITY,53.342866,-6.271874,SCATS Site
36,CHURCH ST @ KING ST NORTH,church st @ king st north,CCITY,53.350115,-6.274547,SCATS Site
37,CHURCH ST BRIDGE,church st bridge,CCITY,53.345614,-6.275764,SCATS Site
38,SCR @ CLANBRASSIL ST (LEONARDS CORNER),scr @ clanbrassil st (leonards corner),SCITY,53.33223388,-6.275230456,SCATS Site
39,CLARE ST @ MERRION SQ,clare st @ merrion sq,CCITY,53.341155,-6.250742,SCATS Site
40,CLONLIFFE RD @ JONES RD,clonliffe rd @ jones rd,NCITY,53.362621,-6.252298,SCATS Site
41,CLONTARF RD @ CASTLE AVE,clontarf rd @ castle ave,NCITY,53.360331,-6.20969,SCATS Site
42,CONCOLBERT RD @ MEMORIAL PARK RD,concolbert rd @ memorial park rd,WCITY1,53.34282151,-6.316897682,SCATS Site
43,COLLINS AV @ GRACE PARK RD,collins av @ grace park rd,NCITY,53.3810861,-6.2392187,SCATS Site
44,CONSTITUTION HILL @ WESTERN WAY,constitution hill @ western way,NCITY,53.354362,-6.273197,SCATS Site
45,SCR @ CONYNGHAM RD,scr @ conyngham rd,WCITY1,53.348265,-6.30847,SCATS Site
46,CRUMLIN RD @ DOLPHINS BARN BRIDGE,crumlin rd @ dolphins barn bridge,SCITY,53.33204294,-6.293480478,SCATS Site
47,CRUMLIN RD @ SUNDRIVE RD,crumlin rd @ sundrive rd,WCITY1,53.33015,-6.298166,SCATS Site
48,DAME ST @ PARLIAMENT,dame st @ parliament,CCITY,53.344118,-6.26722,SCATS Site
49,DAME ST @ GEORGES ST,dame st @ georges st,CCITY,53.344169,-6.264473,SCATS Site
50,DAME ST @ TRINITY ST,dame st @ trinity st,CCITY,53.34424291,-6.262293315,SCATS Site
51,DARTRY RD @ ORWELL PK,dartry rd @ orwell pk,WCITY1,53.30913765,-6.260753211,SCATS Site
52,DARTRY RD @ TEMPLE RD,dartry rd @ temple rd,SCITY,53.3111686,-6.2623423,SCATS Site
53,HERBERTON RD @ DOLPHIN RD,herberton rd @ dolphin rd,SCITY,53.33373167,-6.298584236,SCATS Site
54,SCR @ DOLPHIN'S BARN,scr @ dolphin's barn,SCITY,53.333527,-6.291346,SCATS Site
55,DORSET ST @ BELVIDERE RD,dorset st @ belvidere rd,NCITY,53.36070892,-6.260336307,SCATS Site
56,DORSET ST @ DOMINICK ST,dorset st @ dominick st,CCITY,53.35293,-6.26834,SCATS Site
57,DORSET ST @ ECCLES ST,dorset st @ eccles st,NCITY,53.357511,-6.263842,SCATS Site
58,DORSET ST / FREDERICK ST / BLESSINGTON ST,dorset st / frederick st / blessington st,NCITY,53.356051,-6.265229,SCATS Site
59,DORSET ST @ GARDINER ST,dorset st @ gardiner st,NCITY,53.359011,-6.261967,SCATS Site
60,DORSET ST @ GRANBY ROW & PED AT PARNELL SQ,dorset st @ granby row & ped at parnell sq,NCITY,53.35423,-6.266954,SCATS Site
61,DORSET ST @ NORTH CIRCULAR RD,dorset st @ north circular rd,NCITY,53.359794,-6.26129,SCATS Site
62,DRIMNAGH RD @ WALKINSTOWN RD,drimnagh rd @ walkinstown rd,WCITY1,53.324027,-6.328007,SCATS Site
63,DRUMCONDRA RD @ CLONLIFFE RD,drumcondra rd @ clonliffe rd,NCITY,53.36338899,-6.25783264,SCATS Site
64,SWORDS RD @ GRIFFITH AV,swords rd @ griffith av,NCITY,53.37582125,-6.250365897,SCATS Site
65,DRUMCONDRA RD @ HOME FARM RD,drumcondra rd @ home farm rd,NCITY,53.373441,-6.252043,SCATS Site
66,DRUMCONDRA RD @ RICHMOND RD,drumcondra rd @ richmond rd,NCITY,53.36873,-6.255011,SCATS Site
67,DRUMCONDRA RD @ WHITWORTH RD,drumcondra rd @ whitworth rd,NCITY,53.361724,-6.259479,SCATS Site
69,DUBLIN RD @ KILBARRACK RD,dublin rd @ kilbarrack rd,WCITY1,53.384781,-6.143031,SCATS Site
70,EARLSFORT TCE @ HATCH ST,earlsfort tce @ hatch st,SCITY,53.33383461,-6.258650514,SCATS Site
71,EMMET RD @ TYRCONNELL RD,emmet rd @ tyrconnell rd,WCITY1,53.339541,-6.321016,SCATS Site
72,FAIRVIEW @ FAIRVIEW STRAND (EDGES CORNER),fairview @ fairview strand (edges corner),NCITY,53.362856,-6.236443,SCATS Site
73,FAIRVIEW @ MALAHIDE RD / HOWTH RD,fairview @ malahide rd / howth rd,NCITY,53.3644,-6.229796,SCATS Site
74,FAUSSAGH AV @ CARNLOUGH RD,faussagh av @ carnlough rd,NULL,53.3666867,-6.2918802,Signal Site
75,FENIAN ST @ HOLLES ST,fenian st @ holles st,CCITY,53.3410846,-6.2453144,SCATS Site
76,GARDINER PL / MOUNTJOY SQ,gardiner pl / mountjoy sq,CCITY,53.356808,-6.259113,SCATS Site
77,GRAND CANAL ST @ HADDINGTON RD,grand canal st @ haddington rd,SCITY,53.33728663,-6.234682657,SCATS Site
78,GRANGE RD @ KILBARRACK RD,grange rd @ kilbarrack rd,WCITY1,53.39110787,-6.168162343,SCATS Site
80,GRIFFITH AV @ GRACE PARK RD,griffith av @ grace park rd,NCITY,53.37400216,-6.24328512,SCATS Site
81,HAROLDS CROSS BRIDGE,harolds cross bridge,SCITY,53.329514,-6.275594,SCATS Site
82,HAROLDS CROSS RD @ LEINSTER RD,harolds cross rd @ leinster rd,SCITY,53.32166648,-6.27912199,SCATS Site
83,HAROLDS CROSS RD  @ PARK,harolds cross rd  @ park,SCITY,53.326407,-6.278056,SCATS Site
84,HAROLDS CROSS RD @ RATHGAR AV,harolds cross rd @ rathgar av,SCITY,53.3186632,-6.2789822,SCATS Site
85,SCR @ HEYTESBURY ST,scr @ heytesbury st,SCITY,53.33246616,-6.26831298,SCATS Site
86,HOWTH RD @ BROOKWOOD AV,howth rd @ brookwood av,WCITY1,53.37546251,-6.194837575,SCATS Site
87,HOWTH RD @ COPELAND AVE,howth rd @ copeland ave,WCITY1,53.3661254,-6.2235609,SCATS Site
88,HOWTH RD @ STATION RD,howth rd @ station rd,WCITY1,53.38039654,-6.17510658,SCATS Site
90,JAMES LARKIN RD @ WATERMILL RD,james larkin rd @ watermill rd,NCITY,53.37406085,-6.16458493,SCATS Site
91,JAMESTOWN RD / MCKEE AVE / SEAMUS ENNIS RD,jamestown rd / mckee ave / seamus ennis rd,NCITY,53.39011898,-6.298183036,SCATS Site
92,IRISHTOWN RD @ BATH ST,irishtown rd @ bath st,SCITY,53.33958909,-6.223327707,SCATS Site
93,IRISHTOWN RD @ LONDONBRIDGE,irishtown rd @ londonbridge,SCITY,53.33792415,-6.222511473,SCATS Site
94,JERVIS ST @ ABBEY ST  (LUAS),jervis st @ abbey st  (luas),CCITY,53.347604,-6.266148,SCATS Site
95,JERVIS ST @ MARY ST,jervis st @ mary st,CCITY,53.348808,-6.26667,SCATS Site
96,KILDARE RD @ WINDMILL RD,kildare rd @ windmill rd,NULL,53.32533299,-6.30900425,Signal Site
97,KIMMAGE RD LOWER @ SUNDRIVE RD,kimmage rd lower @ sundrive rd,SCITY,53.319471,-6.290559,SCATS Site
98,KCR AND KIMMAGE RD/RAVENSDALE,kcr and kimmage rd/ravensdale,SCITY,53.312106,-6.299684,SCATS Site
99,KIMMAGE RD WEST @ LORCAN O TOOLE PK,kimmage rd west @ lorcan o toole pk,NULL,53.31374431,-6.309789782,Signal Site
100,KIMMAGE RD WEST @ WHITEHALL RD,kimmage rd west @ whitehall rd,WCITY1,53.31270554,-6.304874271,SCATS Site
101,KYLEMORE RD @ OLD NAAS RD,kylemore rd @ old naas rd,NULL,53.3284819,-6.3437672,Signal Site
101,KYLEMORE RD @ OLD NAAS RD,kylemore rd @ old naas rd ,WCITY1,53.3284819,-6.3437672,SCATS Site
102,LEESON PK @ CHELMSFORD RD,leeson pk @ chelmsford rd,SCITY,53.32636158,-6.250448524,SCATS Site
103,LEESON ST @ APPIAN WAY/WATERLOO RD & PED AT SUSSEX RD,leeson st @ appian way/waterloo rd & ped at sussex rd,SCITY,53.32822155,-6.245889419,SCATS Site
104,LEESON ST BRIDGE / MESPIL RD,leeson st bridge / mespil rd,SCITY,53.33192913,-6.252650507,SCATS Site
105,LONG MILE RD @ WALKINSTOWN AV,long mile rd @ walkinstown av,WCITY1,53.3237,-6.341007,SCATS Site
106,LUCAN RD @ KYLEMORE RD,lucan rd @ kylemore rd,WCITY1,53.35101882,-6.352857649,SCATS Site
107,MALAHIDE RD @ COLLINS AV,malahide rd @ collins av,NCITY,53.375512,-6.218754,SCATS Site
108,MALAHIDE RD @ GRIFFITH AV,malahide rd @ griffith av,NCITY,53.368508,-6.22635,SCATS Site
109,MALAHIDE RD @ KILMORE RD,malahide rd @ kilmore rd,NCITY,53.37992328,-6.210365073,SCATS Site
110,MALAHIDE RD @ TONLEGEE RD,malahide rd @ tonlegee rd,NCITY,53.389413,-6.197583,SCATS Site
111,MERRION RD @ AILESBURY RD,merrion rd @ ailesbury rd,SCITY,53.320518,-6.2155,SCATS Site
112,MERRION RD @ ANGLESEA RD & PED @ RDS,merrion rd @ anglesea rd & ped @ rds,SCITY,53.32880997,-6.230326103,SCATS Site
113,MERRION RD @ NUTLEY LANE,merrion rd @ nutley lane,SCITY,53.31886422,-6.2129471,SCATS Site
114,MERRION RD @ SANDYMOUNT AV,merrion rd @ sandymount av,SCITY,53.3264971,-6.2244579,SCATS Site
115,MERRION ROW @ MERRION ST,merrion row @ merrion st,CCITY,53.33814415,-6.253613155,SCATS Site
116,MERRION SQ @ HOLLES ST,merrion sq @ holles st,CCITY,53.33961878,-6.246438441,SCATS Site
117,MILLTOWN RD @ DUNDRUM RD,milltown rd @ dundrum rd,SCITY,53.31067582,-6.248131342,SCATS Site
118,MOREHAMPTON RD @ HERBERT PK,morehampton rd @ herbert pk,SCITY,53.32511941,-6.24093233,SCATS Site
119,MOBHI RD @ BOTANIC AV,mobhi rd @ botanic av,NCITY,53.37184485,-6.266551795,SCATS Site
120,MOUNT ST BRIDGE @ WARRINGTON PL,mount st bridge @ warrington pl,DCC1,53.33766465,-6.240624394,SCATS Site
121,MOUNTJOY SQ @ BELVIDERE PL,mountjoy sq @ belvidere pl,NCITY,53.35739626,-6.25708867,SCATS Site
122,MOUNTJOY ST @ WESTERN WAY,mountjoy st @ western way,NCITY,53.35485,-6.268734,SCATS Site
123,MOUNTPLEASANT AV @ CHARLESTON RD,mountpleasant av @ charleston rd,SCITY,53.323523,-6.260429202,SCATS Site
124,NAAS RD @ KYLEMORE RD (LUAS),naas rd @ kylemore rd (luas),WCITY1,53.326971,-6.342872,SCATS Site
125,NAVAN RD @ NEPHIN RD,navan rd @ nephin rd,WCITY1,53.36492,-6.308256,SCATS Site
126,NICHOLAS ST @ BRIDE RD,nicholas st @ bride rd,SCITY,53.341537,-6.27226,SCATS Site
127,NCR @ CABRA RD,ncr @ cabra rd,NCITY,53.36072191,-6.275144249,SCATS Site
128,NCR @ BELVIDERE RD,ncr @ belvidere rd,NCITY,53.3592327,-6.258753173,SCATS Site
129,NCR @ FITZGIBBON ST,ncr @ fitzgibbon st,NCITY,53.35837321,-6.254626873,SCATS Site
130,NCR @ INFIRMARY RD,ncr @ infirmary rd,WCITY1,53.35219,-6.29808,SCATS Site
131,NORTH RD @ MELLOWES RD,north rd @ mellowes rd,NCITY,53.3899657,-6.301263742,SCATS Site
132,NORTH STRAND RD @ EAST WALL RD,north strand rd @ east wall rd,NCITY,53.360634,-6.23904,SCATS Site
133,NORTHUMBERLAND RD @ HADDINGTON RD,northumberland rd @ haddington rd,SCITY,53.336146,-6.238152,SCATS Site
134,NORTHUMBERLAND RD @ PEMBROKE RD,northumberland rd @ pembroke rd,SCITY,53.332259,-6.235354,SCATS Site
136,ORWELL RD @ ORWELL PK,orwell rd @ orwell pk,WCITY1,53.30694851,-6.269834935,SCATS Site
137,PALMERSTON RD @ BELGRAVE RD,palmerston rd @ belgrave rd,SCITY,53.32085621,-6.2595681,SCATS Site
138,PARKGATE ST @ INFIRMARY RD,parkgate st @ infirmary rd,CCITY,53.348199,-6.295636,SCATS Site
139,PARNELL RD @ CLOGHER RD,parnell rd @ clogher rd,SCITY,53.3304292,-6.2840455,SCATS Site
140,PARNELL SQ @ NORTH FREDERICK ST,parnell sq @ north frederick st,NCITY,53.35442851,-6.263430138,SCATS Site
141,GARDINER ST @ PARNELL ST / SUMMERHILL AND PED AT RUTLAND ST,gardiner st @ parnell st / summerhill and ped at rutland st,CCITY,53.354212,-6.256897,SCATS Site
142,PATRICK ST @ DEAN ST,patrick st @ dean st,SCITY,53.33885189,-6.272633191,SCATS Site
143,PEARSE ST @ ERNE ST,pearse st @ erne st,CCITY,53.343188,-6.244578,SCATS Site
144,PEARSE ST @ MACKEN ST,pearse st @ macken st,CCITY,53.342762,-6.241147,SCATS Site
145,PEARSE ST @ SANDWITH ST,pearse st @ sandwith st,CCITY,53.34351786,-6.246392619,SCATS Site
146,PEARSE ST @ WESTLAND ROW & PED AT CHURCH,pearse st @ westland row & ped at church,CCITY,53.34413,-6.249295,SCATS Site
147,PEMBROKE RD @ SHELBOURNE RD,pembroke rd @ shelbourne rd,SCITY,53.32949201,-6.232952178,SCATS Site
148,PHIBSBORO RD @ CONNAUGHT ST & PED AT SHOPPING CENTRE,phibsboro rd @ connaught st & ped at shopping centre,NCITY,53.36253281,-6.272693223,SCATS Site
149,NCR @ PHIBSBORO RD (DOYLES CORNER),ncr @ phibsboro rd (doyles corner),NCITY,53.36078483,-6.272678945,SCATS Site
150,PHIBSBORO RD @ WHITWORTH RD,phibsboro rd @ whitworth rd,NCITY,53.36462639,-6.271783924,SCATS Site
151,NCR @ PRUSSIA ST (HANLONS CORNER),ncr @ prussia st (hanlons corner),WCITY1,53.357216,-6.288761,SCATS Site
152,QUEEN ST BRIDGE,queen st bridge,CCITY,53.346386,-6.280432,SCATS Site
153,RANELAGH RD @ FIELDS TCE / CHELMSFORD RD,ranelagh rd @ fields tce / chelmsford rd,SCITY,53.3250988,-6.2546633,SCATS Site
155,RATHGAR RD @ ORWELL RD,rathgar rd @ orwell rd,SCITY,53.31189783,-6.274611236,SCATS Site
156,RATHGAR RD @ FRANKFORT AV,rathgar rd @ frankfort av,WCITY1,53.3173303,-6.2704275,SCATS Site
157,RATHMINES BRIDGE @ CANAL RD,rathmines bridge @ canal rd,SCITY,53.32994997,-6.264278678,SCATS Site
158,RATHMINES RD @ CASTLEWOOD AV ,rathmines rd @ castlewood av ,SCITY,53.322264,-6.265737,SCATS Site
159,RATHMINES RD @ HIGHFIELD RD,rathmines rd @ highfield rd,WCITY1,53.31326375,-6.263354994,SCATS Site
160,RINGSEND RD @ SOUTH LOTTS RD,ringsend rd @ south lotts rd,SCITY,53.3415926,-6.23170508,SCATS Site
161,HOWTH RD  @ CHURCH,howth rd  @ church,WCITY1,53.3751504,-6.196310393,SCATS Site
162,MOBHI RD @ GRIFFITH AV,mobhi rd @ griffith av,NCITY,53.3782629,-6.2651203,SCATS Site
163,ST STEPHENS GREEN @ EARLSFORT TCE,st stephens green @ earlsfort tce,SCITY,53.33611851,-6.257122178,SCATS Site
164,ST STEPHENS GREEN @ HARCOURT ST (LUAS),st stephens green @ harcourt st (luas),SCITY,53.33759778,-6.262615281,SCATS Site
165,SANDFORD RD @ MILLTOWN RD,sandford rd @ milltown rd,SCITY,53.31857895,-6.241455135,SCATS Site
166,GARDINER ST @ SEAN MC DERMOTT ST,gardiner st @ sean mc dermott st,CCITY,53.353031,-6.256035,SCATS Site
167,SHELBOURNE RD @ LANDSDOWNE RD,shelbourne rd @ landsdowne rd,SCITY,53.33373357,-6.231796775,SCATS Site
168,SHERIFF ST @ WAPPING ST,sheriff st @ wapping st,NCITY,53.35023375,-6.235016063,SCATS Site
170,SCR @ DONORE AV,scr @ donore av,SCITY,53.331516,-6.283627,SCATS Site
171,SCR @ EMMET RD,scr @ emmet rd,WCITY1,53.34061163,-6.307669767,SCATS Site
172,SCR @ ST JOHNS RD,scr @ st johns rd,WCITY1,53.34396656,-6.308244467,SCATS Site
173,GEORGES ST @ STEPHENS ST,georges st @ stephens st,SCITY,53.3414693,-6.26539315,SCATS Site
174,STILLORGAN RD @ ANGLESEA RD,stillorgan rd @ anglesea rd,SCITY,53.31919269,-6.23208783,SCATS Site
175,STILLORGAN RD @ NUTLEY LANE,stillorgan rd @ nutley lane,SCITY,53.31365381,-6.22239235,SCATS Site
176,SUIR RD @ DAVITT RD (LUAS),suir rd @ davitt rd (luas),WCITY1,53.33650654,-6.30623025,SCATS Site
177,SUNDRIVE RD @ CLOGHER RD,sundrive rd @ clogher rd,WCITY1,53.32568685,-6.29661575,SCATS Site
178,NCR @ SUMMERHILL,ncr @ summerhill,NCITY,53.3570282,-6.249742617,SCATS Site
179,SWORDS RD @ COLLINS AV,swords rd @ collins av,NCITY,53.38246,-6.244531,SCATS Site
180,SWORDS RD @ LARKHILL RD,swords rd @ larkhill rd,NCITY,53.387681,-6.244285,SCATS Site
181,SWORDS RD @ SHANOWEN RD,swords rd @ shanowen rd,NCITY,53.389783,-6.246246,SCATS Site
182,GARDINER ST @ TALBOT ST,gardiner st @ talbot st,CCITY,53.35074863,-6.254446963,SCATS Site
183,TARA ST @ GEORGES QUAY,tara st @ georges quay,CCITY,53.347487,-6.255009,SCATS Site
184,TARA ST @ POOLBEG ST,tara st @ poolbeg st,CCITY,53.34681537,-6.255125119,SCATS Site
185,TARA ST @ TOWNSEND ST & PEDS AT FIRE STATION,tara st @ townsend st & peds at fire station,CCITY,53.34589915,-6.255148497,SCATS Site
187,TERENURE CROSS,terenure cross,SCITY,53.309842,-6.283565,SCATS Site
188,TOWNSEND ST @ MOSS ST & PED AT PRINCES ST,townsend st @ moss st & ped at princes st,CCITY,53.34578996,-6.252119984,SCATS Site
189,TYRCONNELL RD @ DAVITT RD  (LUAS),tyrconnell rd @ davitt rd  (luas),WCITY1,53.3340389,-6.3285548,SCATS Site
190,WATLING ST BRIDGE,watling st bridge,CCITY,53.34700658,-6.283928619,SCATS Site
191,WESTLAND ROW @ LINCOLN PL,westland row @ lincoln pl,CCITY,53.34200521,-6.250589226,SCATS Site
192,WEXFORD ST @ KEVIN ST,wexford st @ kevin st,SCITY,53.33760485,-6.265788537,SCATS Site
193,WINETAVERN ST BRIDGE,winetavern st bridge,CCITY,53.345256,-6.272135,SCATS Site
194,NORTH STRAND RD @ ANNESLEY PL,north strand rd @ annesley pl,NCITY,53.3598561,-6.2397428,SCATS Site
196,O'CONNELL BRIDGE @ ASTON QUAY,o'connell bridge @ aston quay,CCITY,53.3468383,-6.2589137,SCATS Site
197,O'CONNELL ST @ BACHELORS WALK,o'connell st @ bachelors walk,CCITY,53.3475808,-6.2592774,SCATS Site
198,O'CONNELL ST @ ABBEY ST  (LUAS),o'connell st @ abbey st  (luas),CCITY,53.34838781,-6.259644159,SCATS Site
199,O'CONNELL ST @ HENRY ST & PED AT EARL ST,o'connell st @ henry st & ped at earl st,CCITY,53.34979793,-6.260258981,SCATS Site
200,O'CONNELL ST @ CATHAL BRUGHA ST,o'connell st @ cathal brugha st,CCITY,53.35194847,-6.261080311,SCATS Site
201,O'CONNELL ST @ PARNELL ST,o'connell st @ parnell st,CCITY,53.35257079,-6.261489034,SCATS Site
202,PARNELL ST @ PARNELL SQ & PED AT DOMINICK ST,parnell st @ parnell sq & ped at dominick st,CCITY,53.35182721,-6.262915529,SCATS Site
203,AMIENS ST @ BUCKINGHAM ST,amiens st @ buckingham st,CCITY,53.352744,-6.2489069,SCATS Site
204,ARDLEA RD @ SCHOOL,ardlea rd @ school,NULL,53.386535,-6.210361,Signal Site
205,AUNGIER ST @ YORK ST,aungier st @ york st,SCITY,53.33973268,-6.265840567,SCATS Site
206,BAGGOT ST @ PEMBROKE ST,baggot st @ pembroke st,WCITY1,53.33766189,-6.251542787,SCATS Site
207,BALLYBOUGH RD @ BAYVIEW AV,ballybough rd @ bayview av,NULL,53.359325,-6.245566,Signal Site
208,BALLYBOUGH RD @ CANAL BRIDGE,ballybough rd @ canal bridge,CCITY,53.35819816,-6.247448654,SCATS Site
209,BALLYFERMOT RD @ DRUMFIN RD,ballyfermot rd @ drumfin rd,WCITY1,53.3428069,-6.3605731,SCATS Site
210,BALLYFERMOT RD @ GALA,ballyfermot rd @ gala,WCITY1,53.3425553,-6.3576219,SCATS Site
211,BALLYFERMOT WEST OF ROUNDABOUT,ballyfermot west of roundabout,WCITY1,53.3422509,-6.3493363,SCATS Site
212,BALLYGALL RD EAST @ HILLCREST ESTATE,ballygall rd east @ hillcrest estate,NULL,53.387565,-6.279736,Signal Site
213,BALLYGALL RD WEST @ GROVE RD,ballygall rd west @ grove rd,NULL,53.390409,-6.287232,Signal Site
214,GLASNEVIN AV @ GLASNEVIN DRIVE,glasnevin av @ glasnevin drive,NCITY,53.38992531,-6.270197332,SCATS Site
215,BALLYMUN RD @ ST MICHAELS ITT & OOT,ballymun rd @ st michaels itt & oot,NCITY,53.37990934,-6.265826672,SCATS Site
216,BOTANIC RD @ MARGUERITE RD,botanic rd @ marguerite rd,WCITY1,53.3686101,-6.2697734,SCATS Site
218,BRIDGE ST (RINGSEND) @ CHURCH,bridge st (ringsend) @ church,SCITY,53.3417633,-6.2277364,SCATS Site
219,BALLYMUN RD @ OUR LADY OF THE VICTORIES SCHOOL,ballymun rd @ our lady of the victories school,NCITY,53.3885676,-6.2655262,SCATS Site
220,CAMDEN ST / PLEASANTS ST ,camden st / pleasants st ,SCITY,53.3354574,-6.265205397,SCATS Site
221,CARDIFFSBRIDGE RD @ WELLMOUNT AV,cardiffsbridge rd @ wellmount av,NULL,53.3859713,-6.312615,Signal Site
222,CHAPELIZOD RD @ PARK GATE,chapelizod rd @ park gate,NULL,53.3466784,-6.3369597,Signal Site
223,CLONTARF RD @ BULL WALL,clontarf rd @ bull wall,NCITY,53.3608826,-6.1822893,SCATS Site
224,CLONTARF RD @ CONQUER HILL RD,clontarf rd @ conquer hill rd,NCITY,53.3588536,-6.189932,SCATS Site
226,COLLEGE GREEN @ GRAFTON ST,college green @ grafton st,CCITY,53.3444245,-6.259537235,SCATS Site
229,WESTMORELAND ST @ COLLEGE ST,westmoreland st @ college st,CCITY,53.34530314,-6.259113968,SCATS Site
230,COLLEGE ST @ COLLEGE GREEN,college st @ college green,CCITY,53.34508689,-6.258870614,SCATS Site
232,D-OLIER ST @ PEARSE ST / FLEET ST / TOWNSEND ST,d-olier st @ pearse st / fleet st / townsend st,CCITY,53.34575682,-6.257148034,SCATS Site
233,COLLINS AV @ ALBERT COLLEGE PK,collins av @ albert college pk,NCITY,53.38826602,-6.261026265,SCATS Site
234,COLLINS AV @ FALCARRAGH RD,collins av @ falcarragh rd,NULL,53.384696,-6.249933,Signal Site
235,CONNAUGHT ST @ ST PETERS RD,connaught st @ st peters rd,NULL,53.3632159,-6.2767703,Signal Site
236,CORK ROAD @ ORMOND ROAD,cork road @ ormond road,SCITY,53.3382047,-6.281361792,SCATS Site
237,CRUMLIN RD @ LORETO CONVENT,crumlin rd @ loreto convent,WCITY1,53.33061205,-6.296875013,SCATS Site
238,CRUMLIN RD @ SHOPPING CENTRE,crumlin rd @ shopping centre,WCITY1,53.32971758,-6.299594575,SCATS Site
243,DONNYBROOK RD @ GARDA STATION,donnybrook rd @ garda station,SCITY,53.32150988,-6.23515693,SCATS Site
246,DUNVILLE AV @ OAKLEY RD,dunville av @ oakley rd,NULL,53.321131,-6.256135,Signal Site
247,EAST WALL RD @ FOOTBRIDGE,east wall rd @ footbridge,NCITY,53.3591025,-6.2364392,SCATS Site
248,FAIRVIEW STRAND @ PHILIPSBURGH AV,fairview strand @ philipsburgh av,NCITY,53.3628098,-6.2397045,SCATS Site
